1	71566376	64.716
2	4108751	3.715
3	808951	0.732
4	281891	0.255
5	134515	0.122
6	87833	0.079
7	64371	0.058
8	55581	0.050
9	51966	0.047
10	55050	0.050
11	61292	0.055
12	69510	0.063
13	80360	0.073
14	91753	0.083
15	105010	0.095
16	120685	0.109
17	135312	0.122
18	151846	0.137
19	166609	0.151
20	183120	0.166
21	199647	0.181
22	223600	0.202
23	252568	0.228
24	287064	0.260
25	329350	0.298
26	379984	0.344
27	444138	0.402
28	518335	0.469
29	603915	0.546
30	694174	0.628
31	790209	0.715
32	894217	0.809
33	996502	0.901
34	1095332	0.990
35	1180592	1.068
36	1265461	1.144
37	1334575	1.207
38	1387798	1.255
39	1418701	1.283
40	1431391	1.294
41	1422858	1.287
42	1391012	1.258
43	1350350	1.221
44	1285929	1.163
45	1208050	1.092
46	1127281	1.019
47	1034056	0.935
48	939727	0.850
49	843153	0.762
50	749712	0.678
51	661539	0.598
52	576657	0.521
53	492710	0.446
54	419402	0.379
55	354123	0.320
56	296163	0.268
57	245771	0.222
58	202742	0.183
59	166389	0.150
60	137098	0.124
61	111226	0.101
62	90416	0.082
63	74004	0.067
64	60718	0.055
65	49735	0.045
66	42146	0.038
67	35928	0.032
68	30529	0.028
69	27449	0.025
70	24425	0.022
71	22655	0.020
72	21169	0.019
73	20008	0.018
74	19374	0.018
75	18620	0.017
76	18312	0.017
77	17785	0.016
78	17763	0.016
79	17807	0.016
80	17033	0.015
81	17040	0.015
82	16805	0.015
83	16519	0.015
84	16481	0.015
85	15880	0.014
86	15525	0.014
87	14836	0.013
88	14736	0.013
89	13797	0.012
90	13381	0.012
91	12949	0.012
92	12647	0.011
93	11981	0.011
94	11512	0.010
95	11023	0.010
96	10603	0.010
97	9721	0.009
98	9599	0.009
99	9254	0.008
100	8900	0.008
101	8295	0.008
102	8049	0.007
103	7607	0.007
104	7348	0.007
105	7080	0.006
106	6838	0.006
107	6533	0.006
108	6410	0.006
109	6072	0.005
110	6080	0.005
111	5905	0.005
112	5762	0.005
113	5720	0.005
114	5557	0.005
115	5369	0.005
116	5433	0.005
117	5267	0.005
118	5277	0.005
119	5234	0.005
120	5128	0.005
121	5068	0.005
122	4944	0.004
123	4842	0.004
124	4854	0.004
125	4732	0.004
126	4724	0.004
127	4671	0.004
128	4631	0.004
129	4560	0.004
130	4495	0.004
131	4394	0.004
132	4354	0.004
133	4065	0.004
134	4026	0.004
135	3887	0.004
136	3953	0.004
137	3782	0.003
138	3688	0.003
139	3737	0.003
140	3530	0.003
141	3410	0.003
142	3298	0.003
143	3216	0.003
144	3311	0.003
145	3158	0.003
146	3184	0.003
147	3147	0.003
148	3111	0.003
149	3151	0.003
150	3003	0.003
151	3030	0.003
152	2902	0.003
153	2858	0.003
154	2791	0.003
155	2747	0.002
156	2764	0.002
157	2638	0.002
158	2595	0.002
159	2549	0.002
160	2513	0.002
161	2559	0.002
162	2598	0.002
163	2601	0.002
164	2549	0.002
165	2527	0.002
166	2665	0.002
167	2663	0.002
168	2583	0.002
169	2472	0.002
170	2481	0.002
171	2495	0.002
172	2481	0.002
173	2525	0.002
174	2372	0.002
175	2492	0.002
176	2486	0.002
177	2414	0.002
178	2512	0.002
179	2546	0.002
180	2502	0.002
181	2484	0.002
182	2421	0.002
183	2496	0.002
184	2428	0.002
185	2423	0.002
186	2364	0.002
187	2337	0.002
188	2325	0.002
189	2174	0.002
190	2177	0.002
191	2200	0.002
192	2142	0.002
193	2213	0.002
194	2066	0.002
195	1988	0.002
196	2016	0.002
197	1960	0.002
198	1986	0.002
199	1867	0.002
200	1838	0.002
201	1805	0.002
202	1745	0.002
203	1773	0.002
204	1755	0.002
205	1740	0.002
206	1689	0.002
207	1701	0.002
208	1739	0.002
209	1623	0.001
210	1705	0.002
211	1541	0.001
212	1605	0.001
213	1456	0.001
214	1559	0.001
215	1527	0.001
216	1475	0.001
217	1429	0.001
218	1423	0.001
219	1414	0.001
220	1376	0.001
221	1310	0.001
222	1323	0.001
223	1252	0.001
224	1274	0.001
225	1177	0.001
226	1259	0.001
227	1153	0.001
228	1248	0.001
229	1140	0.001
230	1143	0.001
231	1113	0.001
232	1021	0.001
233	1047	0.001
234	999	0.001
235	970	0.001
236	1039	0.001
237	1004	0.001
238	980	0.001
239	1016	0.001
240	1018	0.001
241	938	0.001
242	942	0.001
243	907	0.001
244	958	0.001
245	924	0.001
246	926	0.001
247	916	0.001
248	808	0.001
249	868	0.001
250	871	0.001
251	764	0.001
252	797	0.001
253	765	0.001
254	794	0.001
255	825	0.001
256	783	0.001
257	783	0.001
258	785	0.001
259	724	0.001
260	688	0.001
261	722	0.001
262	656	0.001
263	698	0.001
264	747	0.001
265	689	0.001
266	663	0.001
267	700	0.001
268	723	0.001
269	672	0.001
270	730	0.001
271	623	0.001
272	677	0.001
273	705	0.001
274	668	0.001
275	571	0.001
276	641	0.001
277	602	0.001
278	577	0.001
279	601	0.001
280	601	0.001
281	598	0.001
282	550	0.000
283	549	0.000
284	523	0.000
285	546	0.000
286	551	0.000
287	530	0.000
288	536	0.000
289	568	0.001
290	471	0.000
291	562	0.001
292	564	0.001
293	536	0.000
294	512	0.000
295	468	0.000
296	486	0.000
297	469	0.000
298	453	0.000
299	475	0.000
300	501	0.000
301	493	0.000
302	448	0.000
303	469	0.000
304	468	0.000
305	435	0.000
306	452	0.000
307	439	0.000
308	435	0.000
309	436	0.000
310	416	0.000
311	433	0.000
312	461	0.000
313	444	0.000
314	435	0.000
315	410	0.000
316	414	0.000
317	387	0.000
318	371	0.000
319	369	0.000
320	362	0.000
321	351	0.000
322	336	0.000
323	358	0.000
324	347	0.000
325	333	0.000
326	340	0.000
327	369	0.000
328	336	0.000
329	312	0.000
330	345	0.000
331	374	0.000
332	334	0.000
333	366	0.000
334	338	0.000
335	345	0.000
336	331	0.000
337	321	0.000
338	333	0.000
339	337	0.000
340	355	0.000
341	317	0.000
342	323	0.000
343	317	0.000
344	278	0.000
345	315	0.000
346	310	0.000
347	306	0.000
348	307	0.000
349	312	0.000
350	320	0.000
351	303	0.000
352	306	0.000
353	280	0.000
354	319	0.000
355	292	0.000
356	333	0.000
357	318	0.000
358	292	0.000
359	295	0.000
360	321	0.000
361	325	0.000
362	319	0.000
363	265	0.000
364	290	0.000
365	293	0.000
366	284	0.000
367	287	0.000
368	280	0.000
369	282	0.000
370	247	0.000
371	305	0.000
372	276	0.000
373	286	0.000
374	281	0.000
375	247	0.000
376	274	0.000
377	239	0.000
378	269	0.000
379	247	0.000
380	252	0.000
381	293	0.000
382	271	0.000
383	250	0.000
384	206	0.000
385	236	0.000
386	235	0.000
387	239	0.000
388	239	0.000
389	238	0.000
390	226	0.000
391	226	0.000
392	230	0.000
393	229	0.000
394	239	0.000
395	241	0.000
396	203	0.000
397	206	0.000
398	251	0.000
399	255	0.000
400	249	0.000
401	241	0.000
402	229	0.000
403	217	0.000
404	226	0.000
405	193	0.000
406	243	0.000
407	215	0.000
408	222	0.000
409	221	0.000
410	209	0.000
411	237	0.000
412	229	0.000
413	207	0.000
414	207	0.000
415	218	0.000
416	203	0.000
417	205	0.000
418	196	0.000
419	189	0.000
420	198	0.000
421	203	0.000
422	200	0.000
423	212	0.000
424	194	0.000
425	176	0.000
426	219	0.000
427	212	0.000
428	190	0.000
429	192	0.000
430	179	0.000
431	190	0.000
432	198	0.000
433	200	0.000
434	203	0.000
435	194	0.000
436	193	0.000
437	176	0.000
438	209	0.000
439	194	0.000
440	194	0.000
441	203	0.000
442	175	0.000
443	184	0.000
444	206	0.000
445	201	0.000
446	167	0.000
447	202	0.000
448	185	0.000
449	195	0.000
450	161	0.000
451	169	0.000
452	190	0.000
453	177	0.000
454	155	0.000
455	187	0.000
456	179	0.000
457	169	0.000
458	191	0.000
459	184	0.000
460	181	0.000
461	165	0.000
462	191	0.000
463	168	0.000
464	165	0.000
465	186	0.000
466	185	0.000
467	163	0.000
468	134	0.000
469	147	0.000
470	166	0.000
471	172	0.000
472	152	0.000
473	173	0.000
474	162	0.000
475	187	0.000
476	151	0.000
477	169	0.000
478	144	0.000
479	135	0.000
480	139	0.000
481	143	0.000
482	158	0.000
483	144	0.000
484	155	0.000
485	149	0.000
486	140	0.000
487	140	0.000
488	146	0.000
489	153	0.000
490	148	0.000
491	167	0.000
492	149	0.000
493	157	0.000
494	169	0.000
495	162	0.000
496	166	0.000
497	179	0.000
498	148	0.000
499	169	0.000
500	164	0.000
501	129	0.000
502	151	0.000
503	156	0.000
504	163	0.000
505	147	0.000
506	144	0.000
507	122	0.000
508	136	0.000
509	146	0.000
510	135	0.000
511	131	0.000
512	132	0.000
513	140	0.000
514	156	0.000
515	139	0.000
516	147	0.000
517	128	0.000
518	139	0.000
519	144	0.000
520	138	0.000
521	125	0.000
522	114	0.000
523	147	0.000
524	134	0.000
525	137	0.000
526	108	0.000
527	136	0.000
528	134	0.000
529	121	0.000
530	160	0.000
531	123	0.000
532	108	0.000
533	123	0.000
534	120	0.000
535	111	0.000
536	108	0.000
537	121	0.000
538	127	0.000
539	126	0.000
540	121	0.000
541	122	0.000
542	133	0.000
543	141	0.000
544	127	0.000
545	130	0.000
546	128	0.000
547	112	0.000
548	129	0.000
549	116	0.000
550	131	0.000
551	113	0.000
552	126	0.000
553	121	0.000
554	117	0.000
555	121	0.000
556	115	0.000
557	126	0.000
558	95	0.000
559	115	0.000
560	103	0.000
561	117	0.000
562	97	0.000
563	98	0.000
564	120	0.000
565	114	0.000
566	118	0.000
567	100	0.000
568	93	0.000
569	83	0.000
570	90	0.000
571	107	0.000
572	103	0.000
573	87	0.000
574	84	0.000
575	102	0.000
576	110	0.000
577	117	0.000
578	118	0.000
579	101	0.000
580	107	0.000
581	104	0.000
582	101	0.000
583	91	0.000
584	96	0.000
585	101	0.000
586	90	0.000
587	102	0.000
588	94	0.000
589	93	0.000
590	90	0.000
591	86	0.000
592	95	0.000
593	103	0.000
594	96	0.000
595	93	0.000
596	85	0.000
597	107	0.000
598	93	0.000
599	79	0.000
600	97	0.000
601	87	0.000
602	101	0.000
603	87	0.000
604	97	0.000
605	103	0.000
606	107	0.000
607	122	0.000
608	97	0.000
609	96	0.000
610	101	0.000
611	77	0.000
612	107	0.000
613	87	0.000
614	100	0.000
615	87	0.000
616	99	0.000
617	101	0.000
618	70	0.000
619	107	0.000
620	81	0.000
621	94	0.000
622	88	0.000
623	94	0.000
624	90	0.000
625	99	0.000
626	113	0.000
627	82	0.000
628	92	0.000
629	81	0.000
630	100	0.000
631	90	0.000
632	80	0.000
633	82	0.000
634	79	0.000
635	86	0.000
636	63	0.000
637	79	0.000
638	96	0.000
639	64	0.000
640	70	0.000
641	83	0.000
642	101	0.000
643	69	0.000
644	81	0.000
645	73	0.000
646	74	0.000
647	72	0.000
648	84	0.000
649	74	0.000
650	86	0.000
651	63	0.000
652	85	0.000
653	84	0.000
654	63	0.000
655	82	0.000
656	88	0.000
657	72	0.000
658	63	0.000
659	66	0.000
660	85	0.000
661	86	0.000
662	62	0.000
663	70	0.000
664	81	0.000
665	59	0.000
666	79	0.000
667	67	0.000
668	69	0.000
669	92	0.000
670	90	0.000
671	74	0.000
672	72	0.000
673	73	0.000
674	76	0.000
675	77	0.000
676	97	0.000
677	68	0.000
678	81	0.000
679	66	0.000
680	79	0.000
681	80	0.000
682	71	0.000
683	89	0.000
684	80	0.000
685	67	0.000
686	70	0.000
687	77	0.000
688	84	0.000
689	62	0.000
690	74	0.000
691	76	0.000
692	58	0.000
693	71	0.000
694	82	0.000
695	60	0.000
696	81	0.000
697	51	0.000
698	71	0.000
699	68	0.000
700	59	0.000
701	66	0.000
702	60	0.000
703	57	0.000
704	75	0.000
705	60	0.000
706	69	0.000
707	63	0.000
708	41	0.000
709	74	0.000
710	75	0.000
711	69	0.000
712	71	0.000
713	66	0.000
714	69	0.000
715	75	0.000
716	52	0.000
717	72	0.000
718	80	0.000
719	69	0.000
720	78	0.000
721	73	0.000
722	61	0.000
723	69	0.000
724	54	0.000
725	73	0.000
726	56	0.000
727	64	0.000
728	70	0.000
729	62	0.000
730	61	0.000
731	58	0.000
732	58	0.000
733	65	0.000
734	62	0.000
735	67	0.000
736	67	0.000
737	54	0.000
738	42	0.000
739	76	0.000
740	57	0.000
741	71	0.000
742	54	0.000
743	71	0.000
744	54	0.000
745	81	0.000
746	78	0.000
747	60	0.000
748	67	0.000
749	54	0.000
750	63	0.000
751	72	0.000
752	74	0.000
753	60	0.000
754	73	0.000
755	61	0.000
756	70	0.000
757	70	0.000
758	72	0.000
759	66	0.000
760	65	0.000
761	64	0.000
762	82	0.000
763	56	0.000
764	67	0.000
765	61	0.000
766	73	0.000
767	65	0.000
768	69	0.000
769	63	0.000
770	80	0.000
771	49	0.000
772	36	0.000
773	59	0.000
774	73	0.000
775	66	0.000
776	43	0.000
777	81	0.000
778	63	0.000
779	57	0.000
780	61	0.000
781	52	0.000
782	68	0.000
783	59	0.000
784	60	0.000
785	55	0.000
786	72	0.000
787	60	0.000
788	51	0.000
789	57	0.000
790	71	0.000
791	85	0.000
792	69	0.000
793	71	0.000
794	59	0.000
795	72	0.000
796	55	0.000
797	70	0.000
798	62	0.000
799	71	0.000
800	66	0.000
801	74	0.000
802	74	0.000
803	87	0.000
804	74	0.000
805	59	0.000
806	62	0.000
807	75	0.000
808	69	0.000
809	64	0.000
810	68	0.000
811	66	0.000
812	62	0.000
813	65	0.000
814	64	0.000
815	66	0.000
816	57	0.000
817	74	0.000
818	62	0.000
819	53	0.000
820	59	0.000
821	60	0.000
822	70	0.000
823	61	0.000
824	67	0.000
825	68	0.000
826	52	0.000
827	50	0.000
828	62	0.000
829	71	0.000
830	54	0.000
831	50	0.000
832	45	0.000
833	50	0.000
834	57	0.000
835	50	0.000
836	52	0.000
837	56	0.000
838	58	0.000
839	49	0.000
840	60	0.000
841	47	0.000
842	71	0.000
843	43	0.000
844	61	0.000
845	47	0.000
846	44	0.000
847	51	0.000
848	45	0.000
849	65	0.000
850	67	0.000
851	55	0.000
852	45	0.000
853	43	0.000
854	41	0.000
855	43	0.000
856	48	0.000
857	45	0.000
858	57	0.000
859	35	0.000
860	58	0.000
861	46	0.000
862	59	0.000
863	42	0.000
864	52	0.000
865	46	0.000
866	42	0.000
867	58	0.000
868	43	0.000
869	50	0.000
870	50	0.000
871	51	0.000
872	41	0.000
873	38	0.000
874	38	0.000
875	42	0.000
876	56	0.000
877	38	0.000
878	29	0.000
879	44	0.000
880	44	0.000
881	41	0.000
882	42	0.000
883	40	0.000
884	39	0.000
885	35	0.000
886	46	0.000
887	51	0.000
888	46	0.000
889	32	0.000
890	45	0.000
891	36	0.000
892	42	0.000
893	36	0.000
894	33	0.000
895	33	0.000
896	42	0.000
897	37	0.000
898	40	0.000
899	41	0.000
900	40	0.000
901	47	0.000
902	34	0.000
903	40	0.000
904	33	0.000
905	37	0.000
906	33	0.000
907	52	0.000
908	35	0.000
909	45	0.000
910	40	0.000
911	30	0.000
912	28	0.000
913	42	0.000
914	35	0.000
915	37	0.000
916	32	0.000
917	34	0.000
918	39	0.000
919	43	0.000
920	43	0.000
921	42	0.000
922	37	0.000
923	47	0.000
924	41	0.000
925	41	0.000
926	43	0.000
927	35	0.000
928	35	0.000
929	44	0.000
930	49	0.000
931	35	0.000
932	38	0.000
933	29	0.000
934	39	0.000
935	34	0.000
936	35	0.000
937	34	0.000
938	35	0.000
939	35	0.000
940	30	0.000
941	36	0.000
942	37	0.000
943	34	0.000
944	29	0.000
945	45	0.000
946	33	0.000
947	33	0.000
948	41	0.000
949	36	0.000
950	26	0.000
951	26	0.000
952	31	0.000
953	34	0.000
954	32	0.000
955	30	0.000
956	32	0.000
957	29	0.000
958	23	0.000
959	26	0.000
960	41	0.000
961	35	0.000
962	34	0.000
963	31	0.000
964	37	0.000
965	39	0.000
966	32	0.000
967	41	0.000
968	30	0.000
969	31	0.000
970	45	0.000
971	33	0.000
972	39	0.000
973	36	0.000
974	44	0.000
975	42	0.000
976	60	0.000
977	28	0.000
978	28	0.000
979	38	0.000
980	44	0.000
981	33	0.000
982	33	0.000
983	34	0.000
984	34	0.000
985	32	0.000
986	27	0.000
987	37	0.000
988	24	0.000
989	34	0.000
990	35	0.000
991	35	0.000
992	39	0.000
993	35	0.000
994	37	0.000
995	30	0.000
996	41	0.000
997	28	0.000
998	36	0.000
999	34	0.000
1000	28	0.000
1001	27	0.000
1002	29	0.000
1003	36	0.000
1004	32	0.000
1005	37	0.000
1006	25	0.000
1007	39	0.000
1008	27	0.000
1009	20	0.000
1010	25	0.000
1011	23	0.000
1012	31	0.000
1013	30	0.000
1014	30	0.000
1015	43	0.000
1016	24	0.000
1017	26	0.000
1018	30	0.000
1019	31	0.000
1020	19	0.000
1021	27	0.000
1022	27	0.000
1023	38	0.000
1024	23	0.000
1025	29	0.000
1026	24	0.000
1027	24	0.000
1028	26	0.000
1029	36	0.000
1030	19	0.000
1031	32	0.000
1032	29	0.000
1033	32	0.000
1034	29	0.000
1035	30	0.000
1036	20	0.000
1037	31	0.000
1038	26	0.000
1039	18	0.000
1040	34	0.000
1041	24	0.000
1042	26	0.000
1043	23	0.000
1044	26	0.000
1045	24	0.000
1046	30	0.000
1047	20	0.000
1048	26	0.000
1049	29	0.000
1050	29	0.000
1051	31	0.000
1052	25	0.000
1053	27	0.000
1054	23	0.000
1055	30	0.000
1056	29	0.000
1057	21	0.000
1058	23	0.000
1059	28	0.000
1060	33	0.000
1061	15	0.000
1062	25	0.000
1063	27	0.000
1064	24	0.000
1065	37	0.000
1066	26	0.000
1067	30	0.000
1068	25	0.000
1069	26	0.000
1070	27	0.000
1071	25	0.000
1072	18	0.000
1073	34	0.000
1074	39	0.000
1075	19	0.000
1076	24	0.000
1077	27	0.000
1078	12	0.000
1079	23	0.000
1080	27	0.000
1081	24	0.000
1082	39	0.000
