# 4738
0	0
1	2204
2	2362
3	2447
4	2546
5	2598
6	2667
7	2685
8	2721
9	2727
10	2797
11	2798
12	2831
13	2838
14	2841
15	2917
16	2923
17	2938
18	2968
19	2975
20	2977
21	2978
22	2998
23	3055
24	3062
25	3065
26	3066
27	3104
28	3105
29	3110
30	3110
31	3131
32	3131
33	3134
34	3148
35	3199
36	3205
37	3205
38	3206
39	3233
40	3233
41	3233
42	3234
43	3250
44	3250
45	3251
46	3263
47	3263
48	3263
49	3269
50	3269
51	3325
52	3326
53	3327
54	3327
55	3353
56	3357
57	3357
58	3358
59	3379
60	3379
61	3394
62	3396
63	3403
64	3403
65	3406
66	3408
67	3412
68	3413
69	3413
70	3414
71	3416
72	3417
73	3470
74	3471
75	3471
76	3503
77	3504
78	3518
79	3518
80	3531
81	3540
82	3542
83	3546
84	3551
85	3552
86	3554
87	3555
88	3556
89	3556
90	3556
91	3556
92	3556
93	3556
94	3556
95	3556
96	3556
97	3556
98	3556
99	3556
100	3556
