# 6083
0	0
1	411
2	441
3	482
4	517
5	518
6	557
7	557
8	557
9	558
10	586
11	588
12	588
13	588
14	588
15	632
16	632
17	632
18	633
19	633
20	633
21	634
22	634
23	678
24	678
25	678
26	678
27	678
28	678
29	679
30	679
31	679
32	679
33	679
34	679
35	727
36	727
37	727
38	727
39	727
40	729
41	729
42	729
43	729
44	729
45	729
46	729
47	730
48	731
49	731
50	732
51	775
52	775
53	775
54	775
55	775
56	777
57	778
58	779
59	779
60	779
61	779
62	779
63	779
64	781
65	782
66	782
67	782
68	782
69	782
70	782
71	783
72	784
73	819
74	820
75	821
76	821
77	821
78	821
79	821
80	821
81	824
82	824
83	824
84	824
85	824
86	824
87	824
88	824
89	824
90	825
91	829
92	829
93	829
94	829
95	829
96	829
97	829
98	829
99	829
100	829
