# 2264
0	0
1	1384
2	1445
3	1509
4	1573
5	1573
6	1633
7	1633
8	1633
9	1633
10	1686
11	1686
12	1686
13	1686
14	1686
15	1752
16	1752
17	1752
18	1752
19	1752
20	1752
21	1752
22	1752
23	1803
24	1803
25	1803
26	1803
27	1803
28	1803
29	1803
30	1803
31	1803
32	1803
33	1803
34	1803
35	1853
36	1853
37	1853
38	1853
39	1853
40	1853
41	1853
42	1853
43	1853
44	1853
45	1853
46	1853
47	1853
48	1853
49	1853
50	1853
51	1904
52	1904
53	1904
54	1904
55	1904
56	1904
57	1904
58	1904
59	1904
60	1904
61	1904
62	1904
63	1904
64	1904
65	1904
66	1904
67	1904
68	1904
69	1904
70	1904
71	1904
72	1904
73	1956
74	1956
75	1956
76	1956
77	1956
78	1956
79	1956
80	1956
81	1956
82	1956
83	1956
84	1956
85	1956
86	1956
87	1956
88	1956
89	1956
90	1956
91	1956
92	1956
93	1956
94	1956
95	1956
96	1956
97	1956
98	1956
99	1956
100	1956
